ticker,name,market,locale,active,source_feed
I:NQIT60,Nasdaq Italy Energy Index,indices,us,True,NasdaqGIDS
I:NQIT60N,Nasdaq Italy Energy NTR Index,indices,us,True,NasdaqGIDS
I:NQIT60T,Nasdaq Italy Energy TR Index,indices,us,True,NasdaqGIDS
I:NQIT65,NASDAQ Italy Utilities Index,indices,us,True,NasdaqGIDS
I:NQIT65LM,Nasdaq Italy Utilities Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQIT65LMN,NASDAQ Italy Utilities Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQIT65LMT,NASDAQ Italy Utilities Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQIT65N,NASDAQ Italy Utilities NTR Index,indices,us,True,NasdaqGIDS
I:NQIT65T,NASDAQ Italy Utilities TR Index,indices,us,True,NasdaqGIDS
I:NQITLC,NASDAQ Italy Large Cap Index,indices,us,True,NasdaqGIDS
I:NQITLCN,NASDAQ Italy Large Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQITLCT,NASDAQ Italy Large Cap TR Index,indices,us,True,NasdaqGIDS
I:NQITLM,NASDAQ Italy Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQITLMN,NASDAQ Italy Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQITLMT,NASDAQ Italy Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQITMC,NASDAQ Italy Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQITMCN,NASDAQ Italy Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQITMCT,NASDAQ Italy Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQITN,NASDAQ Italy NTR Index,indices,us,True,NasdaqGIDS
I:NQITSC,NASDAQ Italy Small Cap Index,indices,us,True,NasdaqGIDS
I:NQITSCN,NASDAQ Italy Small Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQITSCT,NASDAQ Italy Small Cap TR Index,indices,us,True,NasdaqGIDS
I:NQITT,NASDAQ Italy TR Index,indices,us,True,NasdaqGIDS
I:NQJP,NASDAQ Japan Index,indices,us,True,NasdaqGIDS
I:NQJP10,Nasdaq Japan Technology Index,indices,us,True,NasdaqGIDS
I:NQJP10LM,Nasdaq Japan Technology Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP10LMN,Nasdaq Japan Technology Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP10LMT,Nasdaq Japan Technology Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP10N,Nasdaq Japan Technology NTR Index,indices,us,True,NasdaqGIDS
I:NQJP10T,Nasdaq Japan Technology TR Index,indices,us,True,NasdaqGIDS
I:NQJP15,Nasdaq Japan Telecommunications Index,indices,us,True,NasdaqGIDS
I:NQJP15LM,Nasdaq Japan Telecommunications Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP15LMN,Nasdaq Japan Telecommunications Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP15LMT,Nasdaq Japan Telecommunications Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP15N,Nasdaq Japan Telecommunications NTR Index,indices,us,True,NasdaqGIDS
I:NQJP15T,Nasdaq Japan Telecommunications TR Index,indices,us,True,NasdaqGIDS
I:NQJP20,NASDAQ Japan Health Care Index,indices,us,True,NasdaqGIDS
I:NQJP20LM,Nasdaq Japan Health Care Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP20LMN,NASDAQ Japan Health Care Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP20LMT,NASDAQ Japan Health Care Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP20N,NASDAQ Japan Health Care NTR Index,indices,us,True,NasdaqGIDS
I:NQJP20T,NASDAQ Japan Health Care TR Index,indices,us,True,NasdaqGIDS
I:NQJP30,NASDAQ Japan Financials Index,indices,us,True,NasdaqGIDS
I:NQJP3010,NASDAQ Japan Banks Index,indices,us,True,NasdaqGIDS
I:NQJP3010LM,Nasdaq Japan Banks Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP3010LMN,NASDAQ Japan Banks Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP3010LMT,NASDAQ Japan Banks Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP3010N,NASDAQ Japan Banks NTR Index,indices,us,True,NasdaqGIDS
I:NQJP3010T,NASDAQ Japan Banks TR Index,indices,us,True,NasdaqGIDS
I:NQJP3020,Nasdaq Japan Financial Services Index,indices,us,True,NasdaqGIDS
I:NQJP3020LM,Nasdaq Japan Financial Services Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP3020LMN,Nasdaq Japan Financial Services Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP3020LMT,Nasdaq Japan Financial Services Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP3020N,Nasdaq Japan Financial Services NTR Index,indices,us,True,NasdaqGIDS
I:NQJP3020T,Nasdaq Japan Financial Services TR Index,indices,us,True,NasdaqGIDS
I:NQJP3030,Nasdaq Japan Insurance Index,indices,us,True,NasdaqGIDS
I:NQJP3030LM,Nasdaq Japan Insurance Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP3030LMN,Nasdaq Japan Insurance Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP3030LMT,Nasdaq Japan Insurance Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP3030N,Nasdaq Japan Insurance NTR Index,indices,us,True,NasdaqGIDS
I:NQJP3030T,Nasdaq Japan Insurance TR Index,indices,us,True,NasdaqGIDS
I:NQJP30LM,Nasdaq Japan Financials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP30LMN,NASDAQ Japan Financials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP30LMT,NASDAQ Japan Financials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP30N,NASDAQ Japan Financials NTR Index,indices,us,True,NasdaqGIDS
I:NQJP30T,NASDAQ Japan Financials TR Index,indices,us,True,NasdaqGIDS
I:NQJP35,NASDAQ Japan Real Estate Index,indices,us,True,NasdaqGIDS
I:NQJP35LM,Nasdaq Japan Real Estate Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP35LMN,NASDAQ Japan Real Estate Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP35LMT,NASDAQ Japan Real Estate Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP35N,NASDAQ Japan Real Estate NTR Index,indices,us,True,NasdaqGIDS
I:NQJP35T,NASDAQ Japan Real Estate TR Index,indices,us,True,NasdaqGIDS
I:NQJP40,Nasdaq Japan Consumer Discretionary Index,indices,us,True,NasdaqGIDS
I:NQJP4010,Nasdaq Japan Automobiles and Parts Index,indices,us,True,NasdaqGIDS
I:NQJP4010LM,Nasdaq Japan Automobiles and Parts Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP4010LMN,Nasdaq Japan Automobiles and Parts Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4010LMT,Nasdaq Japan Automobiles and Parts Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP4010N,Nasdaq Japan Automobiles and Parts NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4010T,Nasdaq Japan Automobiles and Parts TR Index,indices,us,True,NasdaqGIDS
I:NQJP4020,Nasdaq Japan Consumer Products and Services Index,indices,us,True,NasdaqGIDS
I:NQJP4020LM,Nasdaq Japan Consumer Products and Services Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP4020LMN,Nasdaq Japan Consumer Products and Services Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4020LMT,Nasdaq Japan Consumer Products and Services Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP4020N,Nasdaq Japan Consumer Products and Services NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4020T,Nasdaq Japan Consumer Products and Services TR Index,indices,us,True,NasdaqGIDS
I:NQJP4030,NASDAQ Japan Media Index,indices,us,True,NasdaqGIDS
I:NQJP4030LM,Nasdaq Japan Media Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP4030LMN,NASDAQ Japan Media Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4030LMT,NASDAQ Japan Media Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP4030N,NASDAQ Japan Media NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4030T,NASDAQ Japan Media TR Index,indices,us,True,NasdaqGIDS
I:NQJP4040,NASDAQ Japan Retail Index,indices,us,True,NasdaqGIDS
I:NQJP4040LM,Nasdaq Japan Retail Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP4040LMN,NASDAQ Japan Retail Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4040LMT,NASDAQ Japan Retail Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP4040N,NASDAQ Japan Retail NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4040T,NASDAQ Japan Retail TR Index,indices,us,True,NasdaqGIDS
I:NQJP4050,Nasdaq Japan Travel and Leisure Index,indices,us,True,NasdaqGIDS
I:NQJP4050LM,Nasdaq Japan Travel and Leisure Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP4050LMN,Nasdaq Japan Travel and Leisure Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4050LMT,Nasdaq Japan Travel and Leisure Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP4050N,Nasdaq Japan Travel and Leisure NTR Index,indices,us,True,NasdaqGIDS
I:NQJP4050T,Nasdaq Japan Travel and Leisure TR Index,indices,us,True,NasdaqGIDS
I:NQJP40LM,Nasdaq Japan Consumer Discretionary Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP40LMN,Nasdaq Japan Consumer Discretionary Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP40LMT,Nasdaq Japan Consumer Discretionary Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP40N,Nasdaq Japan Consumer Discretionary NTR Index,indices,us,True,NasdaqGIDS
I:NQJP40T,Nasdaq Japan Consumer Discretionary TR Index,indices,us,True,NasdaqGIDS
I:NQJP45,Nasdaq Japan Consumer Staples Index,indices,us,True,NasdaqGIDS
I:NQJP4510,"Nasdaq Japan Food, Beverage and Tobacco Index",indices,us,True,NasdaqGIDS
I:NQJP4510LM,"Nasdaq Japan Food, Beverage and Tobacco Large Mid Cap Index",indices,us,True,NasdaqGIDS
I:NQJP4510LMN,"Nasdaq Japan Food, Beverage and Tobacco Large Mid Cap NTR Index",indices,us,True,NasdaqGIDS
I:NQJP4510LMT,"Nasdaq Japan Food, Beverage and Tobacco Large Mid Cap TR Index",indices,us,True,NasdaqGIDS
I:NQJP4510N,"Nasdaq Japan Food, Beverage and Tobacco NTR Index",indices,us,True,NasdaqGIDS
I:NQJP4510T,"Nasdaq Japan Food, Beverage and Tobacco TR Index",indices,us,True,NasdaqGIDS
I:NQJP4520,"Nasdaq Japan Personal Care, Drug and Grocery Stores Index",indices,us,True,NasdaqGIDS
I:NQJP4520LM,"Nasdaq Japan Personal Care, Drug and Grocery Stores Large Mid Cap Index",indices,us,True,NasdaqGIDS
I:NQJP4520LMN,"Nasdaq Japan Personal Care, Drug and Grocery Stores Large Mid Cap NTR Index",indices,us,True,NasdaqGIDS
I:NQJP4520LMT,"Nasdaq Japan Personal Care, Drug and Grocery Stores Large Mid Cap TR Index",indices,us,True,NasdaqGIDS
I:NQJP4520N,"Nasdaq Japan Personal Care, Drug and Grocery Stores NTR Index",indices,us,True,NasdaqGIDS
I:NQJP4520T,"Nasdaq Japan Personal Care, Drug and Grocery Stores TR Index",indices,us,True,NasdaqGIDS
I:NQJP45LM,Nasdaq Japan Consumer Staples Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP45LMN,Nasdaq Japan Consumer Staples Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP45LMT,Nasdaq Japan Consumer Staples Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP45N,Nasdaq Japan Consumer Staples NTR Index,indices,us,True,NasdaqGIDS
I:NQJP45T,Nasdaq Japan Consumer Staples TR Index,indices,us,True,NasdaqGIDS
I:NQJP50,Nasdaq Japan Industrials Index,indices,us,True,NasdaqGIDS
I:NQJP5010,Nasdaq Japan Construction and Materials Index,indices,us,True,NasdaqGIDS
I:NQJP5010LM,Nasdaq Japan Construction and Materials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP5010LMN,Nasdaq Japan Construction and Materials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP5010LMT,Nasdaq Japan Construction and Materials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP5010N,Nasdaq Japan Construction and Materials NTR Index,indices,us,True,NasdaqGIDS
I:NQJP5010T,Nasdaq Japan Construction and Materials TR Index,indices,us,True,NasdaqGIDS
I:NQJP5020,Nasdaq Japan Industrial Goods and Services Index,indices,us,True,NasdaqGIDS
I:NQJP5020LM,Nasdaq Japan Industrial Goods and Services Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP5020LMN,Nasdaq Japan Industrial Goods and Services Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP5020LMT,Nasdaq Japan Industrial Goods and Services Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP5020N,Nasdaq Japan Industrial Goods and Services NTR Index,indices,us,True,NasdaqGIDS
I:NQJP5020T,Nasdaq Japan Industrial Goods and Services TR Index,indices,us,True,NasdaqGIDS
I:NQJP50LM,Nasdaq Japan Industrials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP50LMN,Nasdaq Japan Industrials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP50LMT,Nasdaq Japan Industrials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP50N,Nasdaq Japan Industrials NTR Index,indices,us,True,NasdaqGIDS
I:NQJP50T,Nasdaq Japan Industrials TR Index,indices,us,True,NasdaqGIDS
I:NQJP55,Nasdaq Japan Basic Materials Index,indices,us,True,NasdaqGIDS
I:NQJP5510,NASDAQ Japan Basic Resources Index,indices,us,True,NasdaqGIDS
I:NQJP5510LM,Nasdaq Japan Basic Resources Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP5510LMN,Nasdaq Japan Basic Resources Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP5510LMT,Nasdaq Japan Basic Resources Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP5510N,NASDAQ Japan Basic Resources NTR Index,indices,us,True,NasdaqGIDS
I:NQJP5510T,NASDAQ Japan Basic Resources TR Index,indices,us,True,NasdaqGIDS
I:NQJP5520,NASDAQ Japan Chemicals Index,indices,us,True,NasdaqGIDS
I:NQJP5520LM,Nasdaq Japan Chemicals Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP5520LMN,NASDAQ Japan Chemicals Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP5520LMT,NASDAQ Japan Chemicals Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP5520N,NASDAQ Japan Chemicals NTR Index,indices,us,True,NasdaqGIDS
I:NQJP5520T,NASDAQ Japan Chemicals TR Index,indices,us,True,NasdaqGIDS
I:NQJP55LM,Nasdaq Japan Basic Materials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP55LMN,Nasdaq Japan Basic Materials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP55LMT,Nasdaq Japan Basic Materials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP55N,Nasdaq Japan Basic Materials NTR Index,indices,us,True,NasdaqGIDS
I:NQJP55T,Nasdaq Japan Basic Materials TR Index,indices,us,True,NasdaqGIDS
I:NQJP60,Nasdaq Japan Energy Index,indices,us,True,NasdaqGIDS
I:NQJP60LM,Nasdaq Japan Energy Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP60LMN,Nasdaq Japan Energy Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP60LMT,Nasdaq Japan Energy Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP60N,Nasdaq Japan Energy NTR Index,indices,us,True,NasdaqGIDS
I:NQJP60T,Nasdaq Japan Energy TR Index,indices,us,True,NasdaqGIDS
I:NQJP65,NASDAQ Japan Utilities Index,indices,us,True,NasdaqGIDS
I:NQJP65LM,Nasdaq Japan Utilities Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJP65LMN,NASDAQ Japan Utilities Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJP65LMT,NASDAQ Japan Utilities Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJP65N,NASDAQ Japan Utilities NTR Index,indices,us,True,NasdaqGIDS
I:NQJP65T,NASDAQ Japan Utilities TR Index,indices,us,True,NasdaqGIDS
I:NQJPLC,NASDAQ Japan Large Cap Index,indices,us,True,NasdaqGIDS
I:NQJPLCN,NASDAQ Japan Large Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJPLCT,NASDAQ Japan Large Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJPLM,NASDAQ Japan Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJPLMN,NASDAQ Japan Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJPLMT,NASDAQ Japan Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJPMC,NASDAQ Japan Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQJPMCN,NASDAQ Japan Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJPMCT,NASDAQ Japan Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJPN,NASDAQ Japan NTR Index,indices,us,True,NasdaqGIDS
I:NQJPSC,NASDAQ Japan Small Cap Index,indices,us,True,NasdaqGIDS
I:NQJPSCN,NASDAQ Japan Small Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQJPSCT,NASDAQ Japan Small Cap TR Index,indices,us,True,NasdaqGIDS
I:NQJPT,NASDAQ Japan TR Index,indices,us,True,NasdaqGIDS
I:NQKR,NASDAQ Korea Index,indices,us,True,NasdaqGIDS
I:NQKR10,Nasdaq Korea Technology Index,indices,us,True,NasdaqGIDS
I:NQKR10LM,Nasdaq Korea Technology Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKR10LMN,Nasdaq Korea Technology Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKR10LMT,Nasdaq Korea Technology Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKR10N,Nasdaq Korea Technology NTR Index,indices,us,True,NasdaqGIDS
I:NQKR10T,Nasdaq Korea Technology TR Index,indices,us,True,NasdaqGIDS
I:NQKR20,NASDAQ Korea Health Care Index,indices,us,True,NasdaqGIDS
I:NQKR20LM,Nasdaq Korea Health Care Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKR20LMN,NASDAQ Korea Health Care Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKR20LMT,NASDAQ Korea Health Care Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKR20N,NASDAQ Korea Health Care NTR Index,indices,us,True,NasdaqGIDS
I:NQKR20T,NASDAQ Korea Health Care TR Index,indices,us,True,NasdaqGIDS
I:NQKR30,NASDAQ Korea Financials Index,indices,us,True,NasdaqGIDS
I:NQKR30LM,Nasdaq Korea Financials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKR30LMN,NASDAQ Korea Financials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKR30LMT,NASDAQ Korea Financials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKR30N,NASDAQ Korea Financials NTR Index,indices,us,True,NasdaqGIDS
I:NQKR30T,NASDAQ Korea Financials TR Index,indices,us,True,NasdaqGIDS
I:NQKR35,Nasdaq Korea Real Estate Index,indices,us,True,NasdaqGIDS
I:NQKR35N,Nasdaq Korea Real Estate NTR Index,indices,us,True,NasdaqGIDS
I:NQKR35T,Nasdaq Korea Real Estate TR Index,indices,us,True,NasdaqGIDS
I:NQKR40,Nasdaq Korea Consumer Discretionary Index,indices,us,True,NasdaqGIDS
I:NQKR40LM,Nasdaq Korea Consumer Discretionary Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKR40LMN,Nasdaq Korea Consumer Discretionary Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKR40LMT,Nasdaq Korea Consumer Discretionary Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKR40N,Nasdaq Korea Consumer Discretionary NTR Index,indices,us,True,NasdaqGIDS
I:NQKR40T,Nasdaq Korea Consumer Discretionary TR Index,indices,us,True,NasdaqGIDS
I:NQKR45,Nasdaq Korea Consumer Staples Index,indices,us,True,NasdaqGIDS
I:NQKR45LM,Nasdaq Korea Consumer Staples Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKR45LMN,Nasdaq Korea Consumer Staples Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKR45LMT,Nasdaq Korea Consumer Staples Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKR45N,Nasdaq Korea Consumer Staples NTR Index,indices,us,True,NasdaqGIDS
I:NQKR45T,Nasdaq Korea Consumer Staples TR Index,indices,us,True,NasdaqGIDS
I:NQKR50,Nasdaq Korea Industrials Index,indices,us,True,NasdaqGIDS
I:NQKR50LM,Nasdaq Korea Industrials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKR50LMN,Nasdaq Korea Industrials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKR50LMT,Nasdaq Korea Industrials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKR50N,Nasdaq Korea Industrials NTR Index,indices,us,True,NasdaqGIDS
I:NQKR50T,Nasdaq Korea Industrials TR Index,indices,us,True,NasdaqGIDS
I:NQKR55,Nasdaq Korea Basic Materials Index,indices,us,True,NasdaqGIDS
I:NQKR55LM,Nasdaq Korea Basic Materials Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKR55LMN,Nasdaq Korea Basic Materials Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKR55LMT,Nasdaq Korea Basic Materials Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKR55N,Nasdaq Korea Basic Materials NTR Index,indices,us,True,NasdaqGIDS
I:NQKR55T,Nasdaq Korea Basic Materials TR Index,indices,us,True,NasdaqGIDS
I:NQKR60,Nasdaq Korea Energy Index,indices,us,True,NasdaqGIDS
I:NQKR60LM,Nasdaq Korea Energy Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKR60LMN,Nasdaq Korea Energy Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKR60LMT,Nasdaq Korea Energy Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKR60N,Nasdaq Korea Energy NTR Index,indices,us,True,NasdaqGIDS
I:NQKR60T,Nasdaq Korea Energy TR Index,indices,us,True,NasdaqGIDS
I:NQKR65,NASDAQ Korea Utilities Index,indices,us,True,NasdaqGIDS
I:NQKR65N,NASDAQ Korea Utilities NTR Index,indices,us,True,NasdaqGIDS
I:NQKR65T,NASDAQ Korea Utilities TR Index,indices,us,True,NasdaqGIDS
I:NQKRLC,NASDAQ Korea Large Cap Index,indices,us,True,NasdaqGIDS
I:NQKRLCN,NASDAQ Korea Large Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKRLCT,NASDAQ Korea Large Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKRLM,NASDAQ Korea Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKRLMN,NASDAQ Korea Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKRLMT,NASDAQ Korea Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKRMC,NASDAQ Korea Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQKRMCN,NASDAQ Korea Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKRMCT,NASDAQ Korea Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKRN,NASDAQ Korea NTR Index,indices,us,True,NasdaqGIDS
I:NQKRSC,NASDAQ Korea Small Cap Index,indices,us,True,NasdaqGIDS
I:NQKRSCN,NASDAQ Korea Small Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQKRSCT,NASDAQ Korea Small Cap TR Index,indices,us,True,NasdaqGIDS
I:NQKRT,NASDAQ Korea TR Index,indices,us,True,NasdaqGIDS
I:NQLA,NASDAQ Lat America Index,indices,us,True,NasdaqGIDS
I:NQLA15,Nasdaq Latin America Telecommunications Index,indices,us,True,NasdaqGIDS
I:NQLA15LM,Nasdaq Latin America Telecommunications Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQLA15LMN,Nasdaq Latin America Telecommunications Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQLA15LMT,Nasdaq Latin America Telecommunications Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQLA15N,Nasdaq Latin America Telecommunications NTR Index,indices,us,True,NasdaqGIDS
I:NQLA15T,Nasdaq Latin America Telecommunications TR Index,indices,us,True,NasdaqGIDS
I:NQLA20,Nasdaq Latin America Health Care Index,indices,us,True,NasdaqGIDS
I:NQLA20LM,Nasdaq Latin America Health Care Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQLA20LMN,Nasdaq Latin America Health Care Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQLA20LMT,Nasdaq Latin America Health Care Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQLA20N,Nasdaq Latin America Health Care NTR Index,indices,us,True,NasdaqGIDS
I:NQLA20T,Nasdaq Latin America Health Care TR Index,indices,us,True,NasdaqGIDS
I:NQLA30,Nasdaq Latin America Financials Index,indices,us,True,NasdaqGIDS
I:NQLA3010,Nasdaq Latin America Banks Index,indices,us,True,NasdaqGIDS
I:NQLA3010LM,Nasdaq Latin America Banks Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQLA3010LMN,Nasdaq Latin America Banks Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQLA3010LMT,Nasdaq Latin America Banks Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQLA3010N,Nasdaq Latin America Banks NTR Index,indices,us,True,NasdaqGIDS
I:NQLA3010T,Nasdaq Latin America Banks TR Index,indices,us,True,NasdaqGIDS
I:NQLA3020,Nasdaq Latin America Financial Services Index,indices,us,True,NasdaqGIDS
I:NQLA3020LM,Nasdaq Latin America Financial Services Large Mid Cap Index,indices,us,True,NasdaqGIDS
I:NQLA3020LMN,Nasdaq Latin America Financial Services Large Mid Cap NTR Index,indices,us,True,NasdaqGIDS
I:NQLA3020LMT,Nasdaq Latin America Financial Services Large Mid Cap TR Index,indices,us,True,NasdaqGIDS
I:NQLA3020N,Nasdaq Latin America Financial Services NTR Index,indices,us,True,NasdaqGIDS
I:NQLA3020T,Nasdaq Latin America Financial Services TR Index,indices,us,True,NasdaqGIDS
